TIPO DE SUCURSAL,NOMBRE DEL PRODUCTO,CLAVE DEL PRODUCTO,CATEGORIA (LINEA) DE PRODUCTO,UNIDAD DE MEDIDA (UNIDAD DE VENTA),¿SE VENDE EN EL PUNTO DE VENTA?,CODIGO DE BARRAS,DESCRIPCION LARGA,Peso ,Volumen ,DIAS PARA ENTREGARLO AL CLIENTE,METODO DE ABASTECIMIENTO,Seguimiento (Sin seguimiento/Lote/Serie,FECHA DE CADUCIDAD,DIAS ANTES DE CADUCAR,Días a Consumir preferentemente,Días para quitar el producto,Tipo ,Clave SAT ,Clave unidad SAT,DIAS DE GARANTIA,% COMISION VENDEDOR,% COMISION PARA REFERIDOS,Stock Optimo DE ESTE TIPO DE SUCURSAL,Punto de reorden DE ESTE TIPO DE SUCURSAL,Multiple de re-orden DE ESTE TIPO DE SUCURSAL,Precio del producto en este tipo de surcursal,Unidad de COMPRA,Costo promedio ,¿ Cuántos puntos abonan la compra de este producto/ servicio?,¿ Cuanto cuesta el producto en puntos?,TASA IVA,TASA IEPS,Almacen donde se ingresa automaticamente,Nombre del laboratorio,Nombre de la sustancia activa,NUMERO DE REGISTRO DE SENASICA,DEPARTAMENTO  ,TIPO DE CONTROL ,MARCA
,"PELOTA DE RED
",PMOPELORED,PETMO,UNIDAD,Si,7502255843515,"PELOTA DE RED
",0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,155.172400,UNIDAD,73.965517,,,16,,,,,,ACCESORIOS,SIN CONTROL,
,"PELOTAS FLUFFY DOBLES
",PMOCATFLUFF,PETMO,UNIDAD,Si,7502255841054,"PELOTAS FLUFFY DOBLES
",0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,99.137900,UNIDAD,55.583116,,,16,,,,,,ACCESORIOS,SIN CONTROL,
,"PERRO GROOVY
",PMOPERROGROO,PETMO,UNIDAD,Si,7502255843508,"PERRO GROOVY
",0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111301,H87,7,,0.05,,,,232.758600,UNIDAD,97.758000,,,16,,,,,,ACCESORIOS,SIN CONTROL,
,"SUPER BITES CRUNCHY 85 G GATO
",PMOBITCRUNCAT,PETMO,UNIDAD,Si,7502255843713,"SUPER BITES CRUNCHY 85 G GATO
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,49101700,H87,7,,0.05,,,,107.758600,UNIDAD,71.881148,,,16,,,,,,ALIMENTOS,SIN CONTROL,
,"SUPER BITES SOFT 85 G GATO
",PMOBITSOFTCAT,PETMO,UNIDAD,Si,7502255843720,"SUPER BITES SOFT 85 G GATO
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,49101700,H87,7,,0.05,,,,107.758600,UNIDAD,68.890125,,,16,,,,,,ALIMENTOS,SIN CONTROL,
,"ZORRO DE TERCIOPELO
",OMOZORR,PETMO,UNIDAD,Si,7502255843492,"ZORRO DE TERCIOPELO
",0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111301,H87,7,,0.05,,,,237.069000,UNIDAD,121.971982,,,16,,,,,,ACCESORIOS,SIN CONTROL,
,"CALMANTES PARA GATO
",PNATCALMGATO,PETNAT,UNIDAD,Si,026664007483,"CALMANTES PARA GATO
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121806,H87,7,,0.05,,,,215.517200,UNIDAD,100.021364,,,16,,,,,,ALIMENTOS,SIN CONTROL,
,"CALMANTES PARA PERRO CHICO
",PNATCALMPERRORP,PETNAT,UNIDAD,Si,26664006943,"CALMANTES PARA PERRO CHICO
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121806,H87,7,,0.05,,,,215.517200,UNIDAD,113.762312,,,16,,,,,,ALIMENTOS,SIN CONTROL,
,"CALMANTES PARA PERRO MED Y GR
",PNATCALMPERRO,PETNAT,UNIDAD,Si,026664006936,"CALMANTES PARA PERRO MED Y GR
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121806,H87,7,,0.05,,,,288.793100,UNIDAD,154.200299,,,16,,,,,,ALIMENTOS,SIN CONTROL,
,"MINI BONES 3 PZ 
",PSTMINIBONE3,PETST,UNIDAD,Si,7503027665038,"MINI BONES 3 PZ 
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121806,H87,7,,0.05,,,,90.517200,UNIDAD,66.610968,,,16,,,,,,ALIMENTOS,SIN CONTROL,
,"MINI JAWBREAKER 3 PZ
",PSTMINIJAWB3,PETST,UNIDAD,Si,7503027665007,"MINI JAWBREAKER 3 PZ
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121806,H87,7,,0.05,,,,94.827600,UNIDAD,68.584599,,,16,,,,,,ALIMENTOS,SIN CONTROL,
,"PETSTAR JUMBO JAWBREAKER
",PSTPETSJUM,PETST,UNIDAD,Si,7500463579196,"PETSTAR JUMBO JAWBREAKER
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121806,H87,7,,0.05,,,,120.689700,UNIDAD,88.227271,,,16,,,,,,ALIMENTOS,SIN CONTROL,
,"PETSTAR PORKY POP 1 PZ
",PSTPORK1,PETST,UNIDAD,Si,7503027665014,"PETSTAR PORKY POP 1 PZ
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121806,H87,7,,0.05,,,,77.586200,UNIDAD,58.156324,,,16,,,,,,ALIMENTOS,SIN CONTROL,
,"PETSTAR PORKY POPS 2 PZ
",PSTPORK2,PETST,UNIDAD,Si,7503027665021,"PETSTAR PORKY POPS 2 PZ
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121806,H87,7,,0.05,,,,133.620700,UNIDAD,100.203206,,,16,,,,,,ALIMENTOS,SIN CONTROL,
,TRANSPORTADORA EXTRA GRANDE REFORZADA (1,PWCA0805,PETWA,UNIDAD,Si,,TRANSPORTADORA EXTRA GRANDE REFORZADA (1,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10131603,H87,7,,0.05,,,,"5,262.931000",UNIDAD,"3,000.230200",,,16,,,PETWANT,,,ACCESORIOS,SIN CONTROL,PETWANT
,TRANSPORTADORA MEDIANA REFORZADA (68 x 4,PWCA0803,PETWA,UNIDAD,Si,,TRANSPORTADORA MEDIANA REFORZADA (68 x 4,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10131603,H87,7,,0.05,,,,"1,418.103400",UNIDAD,850.591507,,,16,,,PETWANT,,,ACCESORIOS,SIN CONTROL,PETWANT
,TRANSPORTADORA PETWANT CHICA (50 x 33.5,PWCA1001,PETWA,UNIDAD,Si,8083431660410,TRANSPORTADORA PETWANT CHICA (50 x 33.5,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10131603,H87,7,,0.05,,,,586.206900,UNIDAD,267.171887,,,16,,,PETWANT,,,ACCESORIOS,SIN CONTROL,PETWANT
,TRANSPORTADORA PETWANT GRANDE (92 x 66 x,PWCA1005PW,PETWA,UNIDAD,Si,3396944219033,TRANSPORTADORA PETWANT GRANDE (92 x 66 x,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10131603,H87,7,,0.05,,,,"3,659.482800",UNIDAD,"2,114.318846",,,16,,,PETWANT,,,ACCESORIOS,SIN CONTROL,PETWANT
,TRANSPORTADORA PETWANT INTERMEDIA (83 x,PWCA1004,PETWA,UNIDAD,Si,9576015719158,TRANSPORTADORA PETWANT INTERMEDIA (83 x,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10131603,H87,7,,0.05,,,,"2,215.517200",UNIDAD,"1,326.363587",,,16,,,PETWANT,,,ACCESORIOS,SIN CONTROL,PETWANT
,TRANSPORTADORA PETWANT JUNIOR (58.4 x 36,PWCA1002,PETWA,UNIDAD,Si,1325184466572,TRANSPORTADORA PETWANT JUNIOR (58.4 x 36,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10131603,H87,7,,0.05,,,,788.793100,UNIDAD,433.459488,,,16,,,PETWANT,,,ACCESORIOS,SIN CONTROL,PETWANT
,TRANSPORTADORA PETWANT MEDIANA (68 x 48,PWCA1003,PETWA,UNIDAD,Si,8395581133295,TRANSPORTADORA PETWANT MEDIANA (68 x 48,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10131603,H87,7,,0.05,,,,"1,357.758600",UNIDAD,793.603059,,,16,,,PETWANT,,,ACCESORIOS,SIN CONTROL,PETWANT
,"3 SULFAS 100 ML INY
",PIS3SULF,PISA,UNIDAD,Si,,"3 SULFAS 100 ML INY
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,51102600,H87,7,,0.05,,,,353.000000,UNIDAD,99.000000,,,0,,,,,,MEDICAMENTOS,GRUPO 2,
,AGUA INYECTABLE 1000 ML,PISAGES,PISA,UNIDAD,Si,,AGUA INYECTABLE 1000 ML,0.000,0.000,,,Lote,si,30,15,1,Almacenable,51191605,H87,7,,0.05,,,,73.275900,UNIDAD,38.620000,,,16,,,,,,MEDICAMENTOS,SIN CONTROL,
,AGUA INYECTABLE 500 ML,PISAGINY500,PISA,UNIDAD,Si,,AGUA INYECTABLE 500 ML,0.000,0.000,,,Lote,si,30,15,1,Almacenable,51191605,H87,7,,0.05,,,,0.000000,UNIDAD,0.000000,,,16,,,,,,MEDICAMENTOS,SIN CONTROL,
,ALNEX 100 ML,PISALN100,PISA,UNIDAD,Si,7502099488781,ALNEX 100 ML,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10111305,H87,7,,0.05,,,,229.000000,UNIDAD,67.975000,,,0,,,,,,MEDICAMENTOS,GRUPO 2,
,ALNEX 250 ML,PISALN250,PISA,UNIDAD,Si,,ALNEX 250 ML,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10111305,H87,7,,0.05,,,,400.000000,UNIDAD,0.000000,,,0,,,,,,MEDICAMENTOS,GRUPO 2,
,AMOXICLAV VET 875 MG,PISAMOX,PISA,UNIDAD,Si,7502099401261,AMOXICLAV VET 875 MG,0.000,0.000,,,Lote,si,30,15,1,Almacenable,51101511,H87,7,,0.05,,,,482.000000,UNIDAD,194.222026,,,0,,,,,,MEDICAMENTOS,GRUPO 2,
,AMOXICLAV VET 875 MG 14 TABLETAS,PISAAMOXCAJA,PISA,UNIDAD,Si,,AMOXICLAV VET 875 MG 14 TABLETAS,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,51102600,KT,7,,0.05,,,,472.549020,UNIDAD,0.000000,,,0,,,,,,MEDICAMENTOS,SIN CONTROL,
,AMOXICLAV VET SUSPENSIÓN,PISAMOXS,PISA,UNIDAD,Si,7502099401421,AMOXICLAV VET SUSPENSIÓN,0.000,0.000,,,Lote,si,30,15,1,Almacenable,51101511,H87,7,,0.05,,,,247.000000,UNIDAD,123.293788,,,0,,,,,,MEDICAMENTOS,GRUPO 2,
,AMX LA SOL. INY 100 ML,PISAMOXLA,PISA,UNIDAD,Si,7502099489795,AMX LA SOL. INY 100 ML,0.000,0.000,,,Lote,si,30,15,1,Almacenable,51101511,H87,7,,0.05,,,,635.000000,UNIDAD,289.600000,,,0,,,,,,MEDICAMENTOS,GRUPO 2,
,ANTIVON TAB,PISANT,PISA,UNIDAD,Si,7502099404705,ANTIVON TAB,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10111305,H87,7,,0.05,,,,605.000000,UNIDAD,283.974600,,,0,,,,,,MEDICAMENTOS,SIN CONTROL,
,ANTIVON VET IV  INYECTABLE 20ML,PISANTINY,PISA,UNIDAD,Si,7502099405795,ANTIVON VET IV  INYECTABLE 20ML,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10111305,H87,7,,0.05,,,,564.000000,UNIDAD,208.600000,,,0,,,,,,MEDICAMENTOS,SIN CONTROL,
,ATROPISA VET 10 ML (RECETA CUANTIFICADA),PISATROP10,PISA,UNIDAD,Si,,ATROPISA VET 10 ML (RECETA CUANTIFICADA),0.000,0.000,,,Lote,si,30,15,1,Almacenable,51151601,H87,7,,0.05,,,,122.000000,UNIDAD,50.400000,,,0,,,,,,MEDICAMENTOS,GRUPO 1,
,CALCIOSOL (COMP),PISCALC,PISA,UNIDAD,Si,,CALCIOSOL (COMP),0.000,0.000,,,Lote,si,30,15,1,Almacenable,10111305,H87,7,,0.05,,,,407.000000,UNIDAD,122.000000,,,0,,,,,,MEDICAMENTOS,SIN CONTROL,
,CALCIOSOL FORTE INY 100 ML,PISCALFOR,PISA,UNIDAD,Si,,CALCIOSOL FORTE INY 100 ML,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10111305,H87,7,,0.05,,,,241.180000,UNIDAD,122.000000,,,0,,,,,,MEDICAMENTOS,SIN CONTROL,
,CAROSEN CAJA 20 SOBRES 50 G,PISCARCAJ,PISA,UNIDAD,Si,,CAROSEN CAJA 20 SOBRES 50 G,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10111300,H87,7,,0.05,,,,"3,523.000000",UNIDAD,"1,843.000000",,,0,,,,,,MEDICAMENTOS,GRUPO 2,
,CLINDAPIS ORAL 25MG/ML,PISCLIN25,PISA,UNIDAD,Si,7502099405368,CLINDAPIS ORAL 25MG/ML,0.000,0.000,,,Lote,si,30,15,1,Almacenable,51101504,H87,7,,0.05,,,,313.000000,UNIDAD,125.552250,,,0,,,,,,MEDICAMENTOS,GRUPO 2,
,CLINDAPIS TABS 150MG,PISCLIN150,PISA,UNIDAD,Si,7502099404712,CLINDAPIS TABS 150MG,0.000,0.000,,,Lote,si,30,15,1,Almacenable,51101504,H87,7,,0.05,,,,315.000000,UNIDAD,135.962909,,,0,,,,,,MEDICAMENTOS,GRUPO 2,
,CLOXAPRAM (RECETA CUANTIFICADA),PISCLOX,PISA,UNIDAD,Si,,CLOXAPRAM (RECETA CUANTIFICADA),0.000,0.000,,,Lote,si,30,15,1,Almacenable,51142945,H87,7,,0.05,,,,"1,163.000000",UNIDAD,400.853589,,,0,,,,,,MEDICAMENTOS,GRUPO 1,
,CLOZEPAXEL 100,PISCLOZ100,PISA,UNIDAD,Si,7502099405856,CLOZEPAXEL 100,0.000,0.000,,,Lote,si,30,15,1,Almacenable,51141517,H87,7,,0.05,,,,587.000000,UNIDAD,222.752500,,,0,,,,,,MEDICAMENTOS,GRUPO 1,
,CLOZEPAXEL 400,PISCLOX400,PISA,UNIDAD,Si,7502099405948,CLOZEPAXEL 400,0.000,0.000,,,Lote,si,30,15,1,Almacenable,51141517,H87,7,,0.05,,,,"1,665.000000",UNIDAD,632.252500,,,0,,,,,,MEDICAMENTOS,GRUPO 1,
,COCCITRAK 5.0% 250 ML,PISCOCC,PISA,UNIDAD,Si,,COCCITRAK 5.0% 250 ML,0.000,0.000,,,Lote,si,30,15,1,Almacenable,51102502,H87,7,,0.05,,,,"1,459.000000",UNIDAD,654.000000,,,0,,,,,,MEDICAMENTOS,GRUPO 2,
,COMPLENAY AMINO 500ML,PISCOM500,PISA,UNIDAD,Si,7502099407003,COMPLENAY AMINO 500ML,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10111305,H87,7,,0.05,,,,228.000000,UNIDAD,102.400000,,,0,,,,,,MEDICAMENTOS,SIN CONTROL,
,COMPLENAY B12 ELIXIR 100 ML,PISCOM100,PISA,UNIDAD,Si,7502099486046,COMPLENAY B12 ELIXIR 100 ML,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10111305,H87,7,,0.05,,,,205.000000,UNIDAD,97.426569,,,0,,,,,,MEDICAMENTOS,SIN CONTROL,
,COMPLENAY SENIOR 30 TABS,PISCOMSE30,PISA,UNIDAD,Si,7502099407041,COMPLENAY SENIOR 30 TABS,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10111305,H87,7,,0.05,,,,257.000000,UNIDAD,119.202000,,,0,,,,,,MEDICAMENTOS,SIN CONTROL,
,COMPLENAY VITA 30 TABS,PISCOMVI30,PISA,UNIDAD,Si,7502099407058,COMPLENAY VITA 30 TABS,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10111305,H87,7,,0.05,,,,187.000000,UNIDAD,98.743714,,,0,,,,,,MEDICAMENTOS,SIN CONTROL,
,DOCARPINA 100 mg,PISDOC100,PISA,UNIDAD,Si,7502099404750,DOCARPINA 100 mg,0.000,0.000,,,Lote,si,30,15,1,Almacenable,51142102,H87,7,,0.05,,,,"2,337.000000",UNIDAD,819.022508,,,0,,,,,,MEDICAMENTOS,GRUPO 2,
,DOCARPINA 25 mg,PISDOC25,PISA,UNIDAD,Si,7502099404736,DOCARPINA 25 mg,0.000,0.000,,,Lote,si,30,15,1,Almacenable,51142102,H87,7,,0.05,,,,"1,093.000000",UNIDAD,386.283545,,,0,,,,,,MEDICAMENTOS,GRUPO 2,
,DOCARPINA 50 mg,PISDOC50,PISA,UNIDAD,Si,7502099404743,DOCARPINA 50 mg,0.000,0.000,,,Lote,si,30,15,1,Almacenable,51142102,H87,7,,0.05,,,,"1,463.000000",UNIDAD,564.500000,,,0,,,,,,MEDICAMENTOS,GRUPO 2,
,DONEXENT 100 MG,PISDON100,PISA,UNIDAD,Si,7502099405375,DONEXENT 100 MG,0.000,0.000,,,Lote,si,30,15,1,Almacenable,51101557,H87,7,,0.05,,,,"1,055.000000",UNIDAD,506.245878,,,0,,,,,,MEDICAMENTOS,GRUPO 2,
,ELECTRODEX  POLVO SOL. 10KG,PISELECTRODEX,PISA,UNIDAD,Si,,ELECTRODEX  POLVO SOL. 10KG,0.000,0.000,,,Lote,si,30,15,1,Almacenable,51191600,H87,7,,0.05,,,,"5,566.000000",UNIDAD,"2,621.000000",,,0,,,,,,MEDICAMENTOS,SIN CONTROL,
,ELECTRODEX DOG CEBADA,PISELEDOGCEB,PISA,UNIDAD,Si,7502099406228,ELECTRODEX DOG CEBADA,0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121600,H87,7,,0.05,,,,45.000000,UNIDAD,23.966330,,,0,,,,,,MEDICAMENTOS,SIN CONTROL,
,ELECTRODEX DOG LACTEO,PISELEDOGLAC,PISA,UNIDAD,Si,7502099406211,ELECTRODEX DOG LACTEO,0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121600,H87,7,,0.05,,,,45.000000,UNIDAD,27.054156,,,0,,,,,,MEDICAMENTOS,SIN CONTROL,
,"ELECTRODEX DOG MORA AZUL
",PISELEDOGMORA,PISA,UNIDAD,Si,7502099406983,"ELECTRODEX DOG MORA AZUL
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,10111305,H87,7,,0.05,,,,45.000000,UNIDAD,23.917045,,,0,,,,,,MEDICAMENTOS,SIN CONTROL,
,"ELECTRODEX DOG RES
",PISELEDOGRES,PISA,UNIDAD,Si,7502099406990,"ELECTRODEX DOG RES
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,10111305,H87,7,,0.05,,,,45.000000,UNIDAD,24.359674,,,0,,,,,,MEDICAMENTOS,SIN CONTROL,
,ESPIRANIDE 125 MG,PISESP,PISA,UNIDAD,Si,7502099404996,ESPIRANIDE 125 MG,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10111305,H87,7,,0.05,,,,309.000000,UNIDAD,134.909041,,,0,,,,,,MEDICAMENTOS,GRUPO 2,
,FLEVOTECK VET NORMOGOTERO PISA 1 PZ*,PISFLEBGO,PISA,UNIDAD,Si,,FLEVOTECK VET NORMOGOTERO PISA 1 PZ*,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10111300,H87,7,,0.05,,,,28.448300,UNIDAD,8.013959,,,16,,,,,,MEDICAMENTOS,SIN CONTROL,
,FURACINE POMADA 453 G,PISFUR435,PISA,UNIDAD,Si,7502099486442,FURACINE POMADA 453 G,0.000,0.000,,,Lote,si,30,15,1,Almacenable,51102717,H87,7,,0.05,,,,896.000000,UNIDAD,324.000000,,,0,,,,,,MEDICAMENTOS,GRUPO 2,
,FURACINE POMADA 85 G,PISFUR85,PISA,UNIDAD,Si,7502099486435,FURACINE POMADA 85 G,0.000,0.000,,,Lote,si,30,15,1,Almacenable,51102717,H87,7,,0.05,,,,319.000000,UNIDAD,122.850264,,,0,,,,,,MEDICAMENTOS,GRUPO 2,
,GENTAERBA INY 100 ML,PISGENT,PISA,UNIDAD,Si,,GENTAERBA INY 100 ML,0.000,0.000,,,Lote,si,30,15,1,Almacenable,51102600,H87,7,,0.05,,,,577.000000,UNIDAD,221.600000,,,0,,,,,,MEDICAMENTOS,GRUPO 2,
,HENEXAL INY 10 ML,PISHENE,PISA,UNIDAD,Si,,HENEXAL INY 10 ML,0.000,0.000,,,Lote,si,30,15,1,Almacenable,51191510,H87,7,,0.05,,,,179.000000,UNIDAD,79.000000,,,0,,,,,,MEDICAMENTOS,SIN CONTROL,
,"HIALUVISC VET 10MG 2FCO
",PISHIALU2FCO,PISA,UNIDAD,Si,,"HIALUVISC VET 10MG 2FCO
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121600,H87,7,,0.05,,,,"1,829.000000",UNIDAD,820.000000,,,0,,,,,,MEDICAMENTOS,SIN CONTROL,
,KLONTERFULIF 4%,PISKLO4%,PISA,UNIDAD,Si,7502099405764,KLONTERFULIF 4%,0.000,0.000,,,Lote,si,30,15,1,Almacenable,51191603,H87,7,,0.05,,,,292.000000,UNIDAD,87.862500,,,0,,,,,,MEDICAMENTOS,GRUPO 2,
,KRUNAMINA VET 0.25 MG (RECETA CUANTIFICA,PISKRUMAVET,PISA,UNIDAD,Si,7502099405719,KRUNAMINA VET 0.25 MG (RECETA CUANTIFICA,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10111305,H87,7,,0.05,,,,"1,511.000000",UNIDAD,542.000000,,,0,,,,,,MEDICAMENTOS,GRUPO 1,
,MELOCAXYL ORAL 10 ML,PISMEL10,PISA,UNIDAD,Si,7502099405191,MELOCAXYL ORAL 10 ML,0.000,0.000,,,Lote,si,30,15,1,Almacenable,51142140,H87,7,,0.05,,,,279.000000,UNIDAD,161.214695,,,0,,,,,,MEDICAMENTOS,GRUPO 2,
,MELOCAXYL ORAL 32 ML,PISMEL32,PISA,UNIDAD,Si,,MELOCAXYL ORAL 32 ML,0.000,0.000,,,Lote,si,30,15,1,Almacenable,51142140,H87,7,,0.05,,,,472.000000,UNIDAD,0.000000,,,0,,,,,,MEDICAMENTOS,GRUPO 2,
,NAPZIN INY 10 ML,PISNAP10,PISA,UNIDAD,Si,,NAPZIN INY 10 ML,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10111305,H87,7,,0.05,,,,131.000000,UNIDAD,0.000000,,,0,,,,,,MEDICAMENTOS,GRUPO 2,
,NAPZIN INY 100 ML,PISNAP100,PISA,UNIDAD,Si,,NAPZIN INY 100 ML,0.000,0.000,,,Lote,si,30,15,1,Almacenable,51142700,H87,7,,0.05,,,,469.000000,UNIDAD,161.700000,,,0,,,,,,MEDICAMENTOS,GRUPO 2,
,NAPZIN INY 50 ML,PISNAP50,PISA,UNIDAD,Si,7502099489412,NAPZIN INY 50 ML,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10111305,H87,7,,0.05,,,,347.000000,UNIDAD,118.300000,,,0,,,,,,MEDICAMENTOS,GRUPO 2,
,OTROZOL 500 INY.,PISOTR500,PISA,UNIDAD,Si,,OTROZOL 500 INY.,0.000,0.000,,,Lote,si,30,15,1,Almacenable,51101603,H87,7,,0.05,,,,101.000000,UNIDAD,52.937222,,,0,,,,,,MEDICAMENTOS,GRUPO 2,
,OXITOPISA 20 UI 50 ML,PISOXI50,PISA,UNIDAD,Si,,OXITOPISA 20 UI 50 ML,0.000,0.000,,,Lote,si,30,15,1,Almacenable,51182203,H87,7,,0.05,,,,159.000000,UNIDAD,72.000000,,,0,,,,,,MEDICAMENTOS,GRUPO 1,
,PENTASTAR  JABON*,PISPENJ,PISA,UNIDAD,Si,,PENTASTAR  JABON*,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10111302,H87,7,,0.05,,,,62.264200,UNIDAD,0.000000,,,,6,,,,,MEDICAMENTOS,SIN CONTROL,
,PENTASTAR  SHAMPOO *,PISPENS,PISA,UNIDAD,Si,,PENTASTAR  SHAMPOO *,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10111302,H87,7,,0.05,,,,123.584900,UNIDAD,0.000000,,,,6,,,,,MEDICAMENTOS,SIN CONTROL,
,PET SHINE DERMATOLOGICO,PISPETDER,PISA,UNIDAD,Si,,PET SHINE DERMATOLOGICO,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10111302,H87,7,,0.05,,,,82.758600,UNIDAD,0.000000,,,16,,,,,,MEDICAMENTOS,SIN CONTROL,
,PET SHINE SPA,PISPETSPA,PISA,UNIDAD,Si,,PET SHINE SPA,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10111302,H87,7,,0.05,,,,59.482800,UNIDAD,0.000000,,,16,,,,,,MEDICAMENTOS,SIN CONTROL,
,PIROFLOX 10%  SOLUCION 250ML,PISPIR250,PISA,UNIDAD,Si,7502099487739,PIROFLOX 10%  SOLUCION 250ML,0.000,0.000,,,Lote,si,30,15,1,Almacenable,51102600,H87,7,,0.05,,,,530.000000,UNIDAD,257.000000,,,0,,,,,,MEDICAMENTOS,GRUPO 2,
,PIROFLOX 150 MG,PISPIR150,PISA,UNIDAD,Si,7502099401971,PIROFLOX 150 MG,0.000,0.000,,,Lote,si,30,15,1,Almacenable,51102601,H87,7,,0.05,,,,361.000000,UNIDAD,177.455744,,,0,,,,,,MEDICAMENTOS,GRUPO 2,
,PIROFLOX 5 % INY 50 ML,PISPIR10,PISA,UNIDAD,Si,7502099488613,PIROFLOX 5 % INY 50 ML,0.000,0.000,,,Lote,si,30,15,1,Almacenable,51102601,H87,7,,0.05,,,,125.000000,UNIDAD,56.078084,,,0,,,,,,MEDICAMENTOS,GRUPO 2,
,PIROFLOX 50 MG,PISPIR50,PISA,UNIDAD,Si,7502099401964,PIROFLOX 50 MG,0.000,0.000,,,Lote,si,30,15,1,Almacenable,51102601,H87,7,,0.05,,,,244.000000,UNIDAD,81.741987,,,0,,,,,,MEDICAMENTOS,GRUPO 2,
,PIROFLOX SOL. ORAL 20% 1 LT,PISPIRORAL20%,PISA,UNIDAD,Si,,PIROFLOX SOL. ORAL 20% 1 LT,0.000,0.000,,,Lote,si,30,15,1,Almacenable,51102601,H87,7,,0.05,,,,"1,257.000000",UNIDAD,325.000000,,,0,,,,,,MEDICAMENTOS,GRUPO 2,
,PISABENTAL 6.3 % INY (RECETA CUANTIF),PISPISAB,PISA,UNIDAD,Si,,PISABENTAL 6.3 % INY (RECETA CUANTIF),0.000,0.000,,,Lote,si,30,15,1,Almacenable,51141820,H87,7,,0.05,,,,412.000000,UNIDAD,178.935714,,,0,,,,,,MEDICAMENTOS,GRUPO 1,
,PISACAINA 2% C/ EPINEFRINA (RECETA CUAN),PISPISEPI2,PISA,UNIDAD,Si,,PISACAINA 2% C/ EPINEFRINA (RECETA CUAN),0.000,0.000,,,Lote,si,30,15,1,Almacenable,10111305,H87,7,,0.05,,,,186.000000,UNIDAD,83.000000,,,0,,,,,,MEDICAMENTOS,GRUPO 1,
,PISACAINA 2% VET INY (RECETA CUANTIF),PISPIS2,PISA,UNIDAD,Si,7502099400585,PISACAINA 2% VET INY (RECETA CUANTIF),0.000,0.000,,,Lote,si,30,15,1,Almacenable,10111305,H87,7,,0.05,,,,158.000000,UNIDAD,80.174447,,,0,,,,,,MEDICAMENTOS,GRUPO 1,
,PISADOL 20 SOL. INY,PISPIS20,PISA,UNIDAD,Si,7502099405177,PISADOL 20 SOL. INY,0.000,0.000,,,Lote,si,30,15,1,Almacenable,51142235,H87,7,,0.05,,,,300.000000,UNIDAD,123.146080,,,0,,,,,,MEDICAMENTOS,GRUPO 2,
