TIPO DE SUCURSAL,NOMBRE DEL PRODUCTO,CLAVE DEL PRODUCTO,CATEGORIA (LINEA) DE PRODUCTO,UNIDAD DE MEDIDA (UNIDAD DE VENTA),¿SE VENDE EN EL PUNTO DE VENTA?,CODIGO DE BARRAS,DESCRIPCION LARGA,Peso ,Volumen ,DIAS PARA ENTREGARLO AL CLIENTE,METODO DE ABASTECIMIENTO,Seguimiento (Sin seguimiento/Lote/Serie,FECHA DE CADUCIDAD,DIAS ANTES DE CADUCAR,Días a Consumir preferentemente,Días para quitar el producto,Tipo ,Clave SAT ,Clave unidad SAT,DIAS DE GARANTIA,% COMISION VENDEDOR,% COMISION PARA REFERIDOS,Stock Optimo DE ESTE TIPO DE SUCURSAL,Punto de reorden DE ESTE TIPO DE SUCURSAL,Multiple de re-orden DE ESTE TIPO DE SUCURSAL,Precio del producto en este tipo de surcursal,Unidad de COMPRA,Costo promedio ,¿ Cuántos puntos abonan la compra de este producto/ servicio?,¿ Cuanto cuesta el producto en puntos?,TASA IVA,TASA IEPS,Almacen donde se ingresa automaticamente,Nombre del laboratorio,Nombre de la sustancia activa,NUMERO DE REGISTRO DE SENASICA,DEPARTAMENTO  ,TIPO DE CONTROL 
,FLURBICOX,SANFLUR,SANT,Unidades,Si,7503016845199,FLURBICOX,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,209,Unidades,128.845018,,,0,0,,SANTGARD,Flurbiprofeno,Q-0820-003,MEDICAMENTOS,GRUPO 3
,GATIOFTENO,SANGAT,SANT,Unidades,Si,7503016845434,GATIOFTENO,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,353,Unidades,201.281937,,,0,0,,SANTGARD,Gatifloxacino,Q-0820-037,MEDICAMENTOS,GRUPO 2
,"HUMECTAN SOLUCION 10 ML
",SANHUMES10,SANT,Unidades,Si,7503016845793,"HUMECTAN SOLUCION 10 ML
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,288,Unidades,218.585295,,,0,0,,SANTGARD,Hialuronato de sodio,Q-0820-005,MEDICAMENTOS,GRUPO 3
,HUMECTAN SOLUCION 5 ML,SANHUMES,SANT,Unidades,Si,7503016845007,HUMECTAN SOLUCION 5 ML,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,198,Unidades,131.722032,,,0,0,,SANTGARD,Hialuronato de sodio,Q-0820-005,MEDICAMENTOS,GRUPO 3
,HUMECTAN UNGÜENTO,SANHUMEU,SANT,Unidades,Si,7503016845212,HUMECTAN UNGÜENTO,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,133,Unidades,85.154012,,,0,0,,SANTGARD,Petrolato/Aceite mineral,Q-0820-025,MEDICAMENTOS,GRUPO 3
,INDOVET PRED,SANINDPRE,SANT,Unidades,Si,7503016845106,INDOVET PRED,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,243,Unidades,146.276924,,,0,0,,SANTGARD,Indometacina/Acetato de Prednisolona,Q-0820-008,MEDICAMENTOS,GRUPO 2
,INMUNOC SOLUCION,SANINMUS,SANT,Unidades,Si,7503016845120,INMUNOC SOLUCION,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,367,Unidades,232.69002,,,0,0,,SANTGARD,Ciclosporina A, Q-0820-012,MEDICAMENTOS,GRUPO 3
,INMUNOC UNGÜENTO,SANINMUN,SANT,Unidades,Si,7503016845090,INMUNOC UNGÜENTO,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,375,Unidades,229.301449,,,0,0,,SANTGARD,Ciclosporina A,Q-0820-022,MEDICAMENTOS,GRUPO 3
,INODIL 1 MG 28 TABS,SANTINO1MG,SANT,Unidades,Si,7503016845625,INODIL 1 MG 28 TABLETAS,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,232,Paquete de 28,150.263142,,,0,0,,SANTGARD,Pimobendan,Q-0820-049,MEDICAMENTOS,GRUPO 3
,INODIL 5 MG 28 TABLETAS,SANTINO28T,SANT,Unidades,Si,7503016845632,INODIL 5 MG 28 TABLETAS,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51181704,H87,0,,,0,,,312,Paquete de 28,201.991948,,,0,0,,SANTGARD,Pimobendan,Q-0820-050,MEDICAMENTOS,GRUPO 3
,KIT ESENCIAL PARA OFTALMOLOGIA,SANKITOFTAL,SANT,Unidades,Si,,KIT ESENCIAL PARA OFTALMOLOGIA,0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,42121600,H87,0,,,0,,,728,Unidades,0,,,0,0,,SANTGARD,,,MEDICAMENTOS,
,KIT INFLAMACION INTRAOCULAR (REC. CUAN),SANKITINFLAINTR,SANT,Unidades,Si,,KIT INFLAMACION INTRAOCULAR (REC. CUAN),0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,42121600,H87,0,,,0,,,505,Unidades,0,,,0,0,,SANTGARD,,,MEDICAMENTOS,
,KIT TRATAMIENTO OJO SECO,SANKITOJOSEC,SANT,Unidades,Si,,KIT TRATAMIENTO OJO SECO,0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,10111305,H87,0,,,0,,,642,Unidades,0,,,0,0,,SANTGARD,,,MEDICAMENTOS,
,KIT TRATAMIENTO ULCERA COMPLICADA (RC),SANKITULCERACOMP,SANT,Unidades,Si,,KIT TRATAMIENTO ULCERA COMPLICADA (RC),0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,42121600,H87,0,,,0,,,487,Unidades,0,,,0,0,,SANTGARD,,,MEDICAMENTOS,
,KIT TRATAMIENTO ULCERA SIMPLE,SANKITULCERASIMP,SANT,Unidades,Si,,KIT TRATAMIENTO ULCERA SIMPLE,0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,10111305,H87,0,,,0,,,459,Unidades,0,,,0,0,,SANTGARD,,,MEDICAMENTOS,
,LAVA TEARS 120ML,SANTLAVAT,SANT,Unidades,Si,7503016845779,LAVA TEARS 120ML,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,228.4483,Unidades,135.0027,,,16,16,,SANTGARD,"Ácido bórico
Cloruro de sodio
Borato de sodio
Edetato disódico
Cloruro de benzalconio
Agua estéril.",,MEDICAMENTOS,GRUPO 3
,MIDRIAVET (RECETA CUANTIFICADA),SANMID,SANT,Unidades,Si,7503016845069,MIDRIAVET (RECETA CUANTIFICADA),0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,221,Unidades,106.019371,,,0,0,,SANTGARD,Ciclopentolato HCl/Fenilefrina HCl/Tropicamida,Q-0820-009,MEDICAMENTOS,GRUPO 1
,MIRAT SOLUCION,SANMIRS,SANT,Unidades,Si,7508016345243,MIRAT SOLUCION,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,132,Unidades,85.77384,,,0,0,,SANTGARD,Cloruro de Sodio,Q-0820-027,MEDICAMENTOS,GRUPO 3
,MIRAT UNGÜENTO,SANMIRU,SANT,Unidades,Si,7503016845205,MIRAT UNGÜENTO,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,149,Unidades,91.569179,,,0,0,,SANTGARD,Cloruro de Sodio,Q-0820-004,MEDICAMENTOS,GRUPO 3
,NUTRA-LUB VET 10 ML,SANNUTRAL,SANT,Unidades,Si,7503016845564,NUTRA-LUB VET 10 ML,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,252,Unidades,166.931068,,,0,0,,SANTGARD,Carnosina/Hialuronato de Sodio/Vitamina E/Vitamina A,Q-0820-040,MEDICAMENTOS,GRUPO 3
,OFTACICLINA,SANOFTACI,SANT,Unidades,Si,7503016845328,OFTACICLINA,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,149,Unidades,93.111111,,,0,0,,SANTGARD,Tetraciclina HCl,Q-0820-034,MEDICAMENTOS,GRUPO 2
,OFTACONAZOL,SANOFTACO,SANT,Unidades,Si,7503016845311,OFTACONAZOL,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,276,Unidades,173.438346,,,0,0,,SANTGARD,Itraconazol,Q-0820-035,MEDICAMENTOS,GRUPO 2
,OFTAVITAM A,SANTOFTA,SANT,Unidades,Si,7503016845052,OFTAVITAM A,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,229,Unidades,126.216882,,,0,0,,SANTGARD,Vitamina A Palmitato,Q-0820-011,MEDICAMENTOS,GRUPO 3
,OPTIDOX,SANOPTI,SANT,Unidades,Si,7503016845137,OPTIDOX,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,209,Unidades,134.642761,,,0,0,,SANTGARD,Doxiciclina Hiclato,Q-0820-006,MEDICAMENTOS,GRUPO 2
,OTIKAN 120 ML,SANOTIKAN120,SANT,Unidades,Si,7503016845342,OTIKAN 120 ML,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,132,Unidades,80.069933,,,0,0,,SANTGARD,Tris (hidroxil) aminometano/EDTA,Q-0820-002-1,MEDICAMENTOS,GRUPO 3
,OTIKAN 60 ML,SANOTIKAN60,SANT,Unidades,Si,7503016845489,OTIKAN 60 ML,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,72,Unidades,42.984911,,,0,0,,SANTGARD,Tris (hidroxil) aminometano/EDTA,Q-0820-002-1,MEDICAMENTOS,GRUPO 3
,OTIKAN PLUS 120 ML (RECETA CUANT),SANOTIKANP120,SANT,Unidades,Si,7503016845373,OTIKAN PLUS 120 ML (RECETA CUANT),0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,386,Unidades,238.346249,,,0,0,,SANTGARD,Cloranfenicol/prednisolona/tetracaína,Q-0820-039,MEDICAMENTOS,GRUPO 1
,OTIKAN PLUS 60 ML (RECETA CUANT),SANOTIKANP60,SANT,Unidades,Si,7503016845496,OTIKAN PLUS 60 ML (RECETA CUANT),0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,204,Unidades,124.1,,,0,0,,SANTGARD,Cloranfenicol/prednisolona/tetracaína,Q-0820-039,MEDICAMENTOS,GRUPO 1
,OTIKLIN 120 ML,SANOTIK120,SANT,Unidades,Si,7503016845359,OTIKLIN 120 ML,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,116,Unidades,74.491969,,,0,0,,SANTGARD,Ácido málico/Ácido salicílico/Ácido benzoico,Q-0820-001,MEDICAMENTOS,GRUPO 3
,OTIKLIN 60 ML,SANOTIK60,SANT,Unidades,Si,7503016845502,OTIKLIN 60 ML,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,72,Unidades,46.527803,,,0,0,,SANTGARD,Ácido málico/Ácido salicílico/Ácido benzoico,Q-0820-001,MEDICAMENTOS,GRUPO 3
,PARACAINA (RECETA CUANTIFICADA),SANPARA,SANT,Unidades,Si,7503016845182,PARACAINA (RECETA CUANTIFICADA),0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,176,Unidades,120,,,0,0,,SANTGARD,Proparacaina Clorhidrato, Q-0820-020,MEDICAMENTOS,GRUPO 1
,POLITRIACINA,SANPOLI,SANT,Unidades,Si,7503016845229,POLITRIACINA,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,208,Unidades,129.193672,,,0,0,,SANTGARD,Neomicina/Polimixina B/Bacitracina, Q-0820-026,MEDICAMENTOS,GRUPO 2
,PROXIFLOX,SANPROX,SANT,Unidades,Si,7503016845076,PROXIFLOX,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,172,Unidades,105.375373,,,0,0,,SANTGARD,Ciprofloxacino,Q-0820-017,MEDICAMENTOS,GRUPO 2
,RENAQUEL CAN POLVO ORAL 300G,SANRENCAN,SANT,Unidades,Si,7503016845717,RENAQUEL CAN POLVO ORAL 300G,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,712.931,Unidades,527.13,,,16,16,,SANTGARD,Acetato de Calcio/Chitosan/Coenzima Q10/Flavonoides/Vitamina B6, Q-0820-059,MEDICAMENTOS,GRUPO 3
,TACROSAN SOLUCION,SANTACS,SANT,Unidades,Si,7503016845021,TACROSAN SOLUCION,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,367,Unidades,158.82195,,,0,0,,SANTGARD,Tacrolimus,Q-0820-013,MEDICAMENTOS,GRUPO 3
,TACROSAN UNGÜENTO,SANTACUN,SANT,Unidades,Si,7503016845298,TACROSAN UNGÜENTO,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,375,Unidades,223.763999,,,0,0,,SANTGARD,Tacrolimus,Q-0820-023,MEDICAMENTOS,GRUPO 3
,TIRAS DE FLUORESCEINA CAJA CON 100 PZA,SANTIRFLU100,SANT,Unidades,Si,,TIRAS DE FLUORESCEINA CAJA CON 100 PZA,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,320.6897,Paquete de 100,255.528,,,0,0,,SANTGARD,fluoresceína,,MEDICAMENTOS,GRUPO 3
,TIRAS DE FLUORESCEINA CAJA CON 20 PZA,SANTIRFLU20,SANT,Unidades,Si,7503016845526,TIRAS DE FLUORESCEINA CAJA CON 20 PZA,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,84.4828,Paquete de 20,84.516295,,,16,16,,SANTGARD,fluoresceína,,MEDICAMENTOS,GRUPO 3
,TIRAS DE ROSA DE BENGALA CAJA CON 100 PZ,SANTIRRB120,SANT,Unidades,Si,,TIRAS DE ROSA DE BENGALA CAJA CON 100 PZ,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,320.6897,Paquete de 100,0,,,16,16,,SANTGARD,tinción de rosa de bengala,,MEDICAMENTOS,GRUPO 3
,TIRAS DE ROSA DE BENGALA CAJA CON 20 PZA,SANTIRRB20,SANT,Unidades,Si,7503016845571,TIRAS DE ROSA DE BENGALA CAJA CON 20 PZA,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,98.2759,Paquete de 20,96.131922,,,16,16,,SANTGARD,tinción de rosa de bengala,,MEDICAMENTOS,GRUPO 3
,TIRAS DE SCHIRMER CAJA CON 20 PZA,SANTIRSHI20,SANT,Unidades,Si,7503016845519,TIRAS DE SCHIRMER CAJA CON 20 PZA,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,98.2759,Paquete de 20,99.605913,,,16,16,,SANTGARD,Tira de papel filtro graduada,,MEDICAMENTOS,GRUPO 3
,TOBRACETIL,SANTOBRA,SANT,Unidades,Si,7503016845038,TOBRACETIL,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,218,Unidades,132.337419,,,0,0,,SANTGARD,Acetilcisteína/Tobramicina, Q-0820-010,MEDICAMENTOS,GRUPO 2
,TOBRACIN,SANTOBRACIN,SANT,Unidades,Si,7503016845281,TOBRACIN,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,154,Unidades,95.901252,,,0,0,,SANTGARD,Tobramicina,Q-0820-031,MEDICAMENTOS,GRUPO 2
,TRAVOSANT (RECETA CUANTIFICADA),SANTRAVO,SANT,Unidades,Si,7503016845250,TRAVOSANT (RECETA CUANTIFICADA),0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,474,Unidades,295.11,,,0,0,,SANTGARD,Travoprost ,Q-0820-028,MEDICAMENTOS,GRUPO 1
,"TRAVOSANT FORTE SOLUCION 5ML
",SANTRAVOFORT,SANT,Unidades,Si,7503016845427,"TRAVOSANT FORTE SOLUCION 5ML
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,568,Unidades,372.374318,,,0,0,,SANTGARD,Dorzolamida Clorhidrato/Betaxolol Clorhidrato/Travoprost,Q-0820-051,MEDICAMENTOS,GRUPO 3
,ZEAX RAZA GRANDE 45 TAB,SANZEAX45,SANT,Unidades,Si,7503016845595,ZEAX RAZA GRANDE 45 TAB,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51191905,H87,0,,,0,,,465,Unidades,296.6,,,0,0,,SANTGARD,Vitamina A/Vitamina E/Vitamina C/Óxido de Zinc/Luteína/Zeaxantina,Q-0820-003-1,MEDICAMENTOS,GRUPO 3
,ZEAX RAZA GRANDE 90 TAB,SANZEAX90,SANT,Unidades,Si,7503016845588,ZEAX RAZA GRANDE 90 TAB,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,818,Unidades,520.591066,,,0,0,,SANTGARD,Vitamina A/Vitamina E/Vitamina C/Óxido de Zinc/Luteína/Zeaxantina,Q-0820-003-1,MEDICAMENTOS,GRUPO 3
,ZEAX RAZA PEQUEÑA 45 TAB,SANZEAXRP45,SANT,Unidades,Si,7503016845649,ZEAX RAZA PEQUEÑA 45 TAB,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,42121600,H87,0,,,0,,,409,Unidades,246.91972,,,0,0,,SANTGARD,Vitamina A/Vitamina E/Vitamina C/Óxido de Zinc/Luteína/Zeaxantina,,MEDICAMENTOS,GRUPO 3
,ZEAX RAZA PEQUEÑA 90 TAB,SANZEAXRP90,SANT,Unidades,Si,7503016845656,ZEAX RAZA PEQUEÑA 90 TAB,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,721,Unidades,460.64409,,,0,0,,SANTGARD,Vitamina A/Vitamina E/Vitamina C/Óxido de Zinc/Luteína/Zeaxantina,,MEDICAMENTOS,GRUPO 3
,"ROTOR KIDNEY (RENALES)
",SEAROTORKID,SEAM,Unidades,Si,,"ROTOR KIDNEY (RENALES)
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,41115800,H87,0,,,0,,,423,Unidades,422.42,,,16,16,,,,,,
,"ROTOR PERFIL HEPATICO
",SEAROTORHEP,SEAM,Unidades,Si,,"ROTOR PERFIL HEPATICO
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,41115800,H87,0,,,0,,,422.413793,Unidades,393.75,,,16,16,,,,,,
,VETSCAN ROTOR COMPREHENSIVE PLUS SEAMATY,SEAROTPLUS,SEAM,Unidades,Si,,VETSCAN ROTOR COMPREHENSIVE PLUS SEAMATY,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,,H87,0,,,0,,,0,Unidades,517.253333,,,16,16,,,,,,
,"SHARK CORREA MOD 337
",SUBCOR337,SHARK,Unidades,Si,7502300320015,"SHARK CORREA MOD 337
",0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,10131604,H87,0,,,0,,,103.448276,Unidades,51.7241,,,16,16,,,,,,
,"SHARK CORREA MOD 338
",SUBCOR338,SHARK,Unidades,Si,7502300320022,"SHARK CORREA MOD 338
",0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,10131604,H87,0,,,0,,,103.448276,Unidades,51.7241,,,16,16,,,,,,
,"SHARK CORREA MOD 341
",SUBCOR341,SHARK,Unidades,Si,7502300320053,"SHARK CORREA MOD 341
",0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,10131604,H87,0,,,0,,,103.448276,Unidades,51.7241,,,16,16,,,,,,
,"SHARK CORREA MOD 342
",SUBCOR342,SHARK,Unidades,Si,7502300320060,"SHARK CORREA MOD 342
",0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,10131604,H87,0,,,0,,,103.448276,Unidades,51.7241,,,16,16,,,,,,
,"SHARK CORREA MOD 343
",SUBCOR343,SHARK,Unidades,Si,7502300320077,"SHARK CORREA MOD 343
",0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,10131604,H87,0,,,0,,,103.448276,Unidades,51.7241,,,16,16,,,,,,
,"SHARK CORREA MOD 344
",SUBCOR344,SHARK,Unidades,Si,7502300320084,"SHARK CORREA MOD 344
",0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,10131604,H87,0,,,0,,,103.448276,Unidades,51.7241,,,16,16,,,,,,
,"SHARK CORREA MOD 347
",SUBCOR347,SHARK,Unidades,Si,7502300320114,"SHARK CORREA MOD 347
",0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,10131604,H87,0,,,0,,,103.448276,Unidades,51.7241,,,16,16,,,,,,
,"SHARK CORREA MOD 348
",SUBCOR348,SHARK,Unidades,Si,7502300320121,"SHARK CORREA MOD 348
",0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,10131604,H87,0,,,0,,,103.448276,Unidades,51.7241,,,16,16,,,,,,
,"SHARK CORREA MOD 349
",SUBCOR349,SHARK,Unidades,Si,7502300320138,"SHARK CORREA MOD 349
",0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,10131604,H87,0,,,0,,,103.448276,Unidades,51.7241,,,16,16,,,,,,
,"SHARK CORREA MOD 350
",SUBCOR350,SHARK,Unidades,Si,7502300320145,"SHARK CORREA MOD 350
",0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,10131604,H87,0,,,0,,,103.448276,Unidades,51.7241,,,16,16,,,,,,
,"SHARK CORREA MOD 352
",SUBCOR352,SHARK,Unidades,Si,7502300320169,"SHARK CORREA MOD 352
",0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,10131604,H87,0,,,0,,,103.448276,Unidades,51.7241,,,16,16,,,,,,
,"SHARK CORREA MOD 355
",SUBCOR355,SHARK,Unidades,Si,7502300320190,"SHARK CORREA MOD 355
",0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,10131604,H87,0,,,0,,,103.448276,Unidades,51.7241,,,16,16,,,,,,
,"SHARK CORREA MOD 356
",SUBCOR356,SHARK,Unidades,Si,7502300320206,"SHARK CORREA MOD 356
",0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,10131604,H87,0,,,0,,,103.448276,Unidades,51.7241,,,16,16,,,,,,
,"SHARK CORREA MOD 358
",SUBCOR358,SHARK,Unidades,Si,7502300320220,"SHARK CORREA MOD 358
",0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,10131604,H87,0,,,0,,,103.448276,Unidades,51.7241,,,16,16,,,,,,
,"SHARK CORREA MOD 359
",SUBCOR359,SHARK,Unidades,Si,7502300320237,"SHARK CORREA MOD 359
",0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,10131604,H87,0,,,0,,,103.448276,Unidades,51.7241,,,16,16,,,,,,
,"SHARK CORREA MOD 363
",SUBCOR363,SHARK,Unidades,Si,7502300320275,"SHARK CORREA MOD 363
",0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,10131604,H87,0,,,0,,,103.448276,Unidades,51.7241,,,16,16,,,,,,
,"SHARK CORREA MOD 365
",SUBCOR365,SHARK,Unidades,Si,7502300320299,"SHARK CORREA MOD 365
",0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,10131604,H87,0,,,0,,,103.448276,Unidades,51.7241,,,16,16,,,,,,
,"SHARK CORREA MOD 367
",SUBCOR367,SHARK,Unidades,Si,7502300320312,"SHARK CORREA MOD 367
",0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,10131604,H87,0,,,0,,,103.448276,Unidades,51.7241,,,16,16,,,,,,
,"SHARK CORREA MOD 369
",SUBCOR369,SHARK,Unidades,Si,7502300320336,"SHARK CORREA MOD 369
",0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,10131604,H87,0,,,0,,,103.448276,Unidades,51.7241,,,16,16,,,,,,
,"SHARK CORREA MOD 372
",SUBCOR372,SHARK,Unidades,Si,7502300320367,"SHARK CORREA MOD 372
",0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,10131604,H87,0,,,0,,,103.448276,Unidades,51.7241,,,16,16,,,,,,
,"SMART BONE DE POLLO 8 HUESOS MINI
",SMARBONP8,SMAR,Unidades,Si,892383002005,"SMART BONE DE POLLO 8 HUESOS MINI
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,,H87,0,,,0,,,102.5862,Unidades,54.086474,,,16,16,,,,,,
,"SMART BONES CAMOTE 3 HUESOS PEQUEÑOS
",SMARBONCA3,SMAR,Unidades,Si,810833005161,"SMART BONES CAMOTE 3 HUESOS PEQUEÑOS
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,,H87,0,,,0,,,120.6897,Unidades,65.62575,,,16,16,,,,,,
,"SMART BONES DE POLLO 1 HUESO
",SMARBONP1,SMAR,Unidades,Si,,"SMART BONES DE POLLO 1 HUESO
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,,H87,0,,,0,,,73.2759,Unidades,41.875238,,,16,16,,,,,,
,"SMART BONES DE POLLO 3 HUESO PEQ
",SMARBONPOL3,SMAR,Unidades,Si,810833004959,"SMART BONES DE POLLO 3 HUESO PEQ
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,42121600,H87,0,,,0,,,102.5862,Unidades,67.10436,,,16,16,,,,,,
,"SMART BONES DENTAL 8 MINI HUESOS
",SMARBOH8M,SMAR,Unidades,Si,892383002203,"SMART BONES DENTAL 8 MINI HUESOS
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,,H87,0,,,0,,,102.5862,Unidades,51.29,,,16,16,,,,,,
,"SMART BONES POLLO 2 HUESOS MEDIANOS
",SMARBONP2,SMAR,Unidades,Si,810833004980,"SMART BONES POLLO 2 HUESOS MEDIANOS
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,,H87,0,,,0,,,120.6897,Unidades,67.10436,,,16,16,,,,,,
,SMART STICKS 5 PALITOS MANTEQUILLA DE MA,SMARTPAM5,SMAR,Unidades,Si,892383002364,SMART STICKS 5 PALITOS MANTEQUILLA DE MA,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,,H87,0,,,0,,,79.3103,Unidades,39.655,,,16,16,,,,,,
,"CORREA PECHERA MALLA 00
",TIBPECH00,TIB,Unidades,Si,3089600,"CORREA PECHERA MALLA 00
",0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,,H87,0,,,0,,,343.965517,Unidades,157.096286,,,16,16,,,,,,
,"CORREA PECHERA MALLA 0CH
",TIBPECH0CH,TIB,Unidades,Si,3089700,"CORREA PECHERA MALLA 0CH
",0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,,H87,0,,,0,,,334.482759,Unidades,157.391714,,,16,16,,,,,,
,"CORREA PECHERA MALLA 1
",TIBPECH1,TIB,Unidades,Si,3088500,"CORREA PECHERA MALLA 1
",0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,,H87,0,,,0,,,403.448276,Unidades,186.896,,,16,16,,,,,,
