Tipo de sucursal,Nombre del Producto,Clave de producto,Categoría ( linea) de producto,Precio Base de Venta,Unidad de medida,¿ Se vende en el punto de venta ( en Caja de mostrador)?,Código de barras,Descripción larga,Peso,Volumen,Días para entregarlo al cliente,método de abastecimiento,Costo promedio de compra en la moneda principal,Si tienen varios almacenes en la empresa: ¿ En qué almacen se guarda el producto?,Seguimiento (Sin seguimiento/Lote/Serie,¿ Tiene fecha de caducidad?,Días antes de caducar,Días a Consumir preferentemente,Días para quitar el producto,Tipo,Stock Optimo,Punto de reorden,Multiple de re-orden,Clave de producto SAT,Claves de Unidad SAT,Días de garantía,% Comisión para vendedor,% Comisión para referidos,¿ Cuántos puntos abonan la compra de este producto/ servicio?,¿ Cuántos puntos cuesta la compra de este producto/ servicio?,Unidad de COMPRA,TIPO DE CONTROL ,Nombre del laboratorio,Nombre de la sustancia activa,TASA IVA,TASA IEPS,NUMERO DE REGISTRO DE SENASICA,PRESENTACION,Factor entre unidades ,DEPARTAMENTO  ,unid conca
,KAOFIN 100 ML,PPHAKAO100,PPHA,165,Unidades,SI ,7506343800510,KAOFIN 100 ML,0,0,0,lo compramos,80.00125,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,Gentamicina/Sulfametoxazol/Trimetoprim/Loperamida ,0,,Q- 7972-100,100 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,KAOFIN 60 ML,PPHAKAO60,PPHA,107,Unidades,SI ,7506343800534,KAOFIN 60 ML,0,0,0,lo compramos,52.193148,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,Gentamicina/Sulfametoxazol/Trimetoprim/Loperamida ,0,,Q- 7972-100,60 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,"LACTY PET CAT
",PPHALACTCAT,PPHA,441,Unidades,SI ,7506343803252,"LACTY PET CAT
",0,0,0,lo compramos,190,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,PROTEINA CRUDA/GRASA CRUDA/FIBRA CRUDA/HUMEDAD/CENIZAS/YODO/TAURINA,0,,A-7972-005,360 GRAMOS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,"LACTY PET DOG
",PPHALACTDOG,PPHA,353,Unidades,SI ,7506343803245,"LACTY PET DOG
",0,0,0,lo compramos,152,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,PROTEINA CRUDA/GRASA CRUDA/FIBRA CRUDA/HUMEDAD/CENIZAS,0,,A-7972-004,450 GRAMOS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,MELOXIVET 1 MG,PPHAMEL1,PPHA,372,Unidades,SI ,7506343800015,MELOXIVET 1 MG,0,0,0,lo compramos,181.688466,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 2,PET'S PHARMA,Meloxicam,0,,Q- 7972-081,30 TABLETAS,30,MEDICAMENTOS,Unidades 30_Unidades
,MELOXIVET 2.5 MG,PPHAMEL25,PPHA,496,Unidades,SI ,7506343800022,MELOXIVET 2.5 MG,0,0,0,lo compramos,238.066667,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 2,PET'S PHARMA,Meloxicam,0,, Q- 7972-080,30 TABLETAS,30,MEDICAMENTOS,Unidades 30_Unidades
,MELOXIVET 4 MG,PPHAMEL4,PPHA,627,Unidades,SI ,7506343800039,MELOXIVET 4 MG,0,0,0,lo compramos,284.816667,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 2,PET'S PHARMA,Meloxicam,0,,Q- 7972-079,30 TABLETAS,30,MEDICAMENTOS,Unidades 30_Unidades
,MELOXIVET PET INY 5 MG,PPHAMELOX5,PPHA,503,Unidades,SI ,7506343800046,MELOXIVET PET INYECTABLE 5 MG,0,0,0,lo compramos,201.2,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 2,PET'S PHARMA,Meloxicam,0,,Q- 7972-089,20 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,MELOXIVET SUSPENSION ORAL 10ML,PPHAMELOXISUS10,PPHA,286,Unidades,SI ,7506343800053,MELOXIVET SUSPENSION ORAL 10ML,0,0,0,lo compramos,143,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 2,PET'S PHARMA,Meloxicam,0,,Q- 7972- 088,10 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,MELOXIVET SUSPESION ORAL 32ML,PPHAMELXISUS32,PPHA,451,Unidades,SI ,7506343800060,MELOXIVET SUSPESION ORAL 32ML,0,0,0,lo compramos,180.4,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 2,PET'S PHARMA,Meloxicam,0,,Q- 7972- 088,32 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,MICODERM JABON,PPHARMICJAB,PPHA,135,Unidades,SI ,7506343802781,MICODERM JABON,0,0,0,lo compramos,51.203846,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,Miconazol,0,,Q-7972-197,100 GRAMOS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,MICODERM SHAMPOO 350 ML,PPHAMICS,PPHA,329,Unidades,SI ,7506343802774,MICODERM SHAMPOO 350 ML,0,0,0,lo compramos,168.59324,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,Miconazol,0,,Q-7972-196,350 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,MICROFLOX 100 MG,PPHAMICRO100,PPHA,345,Unidades,SI ,7506343800343,MICROFLOX 100 MG,0,0,0,lo compramos,208.754617,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 2,PET'S PHARMA,Enrofloxacina,0,,Q-7972-072,20 TABLETAS,20,MEDICAMENTOS,Unidades 20_Unidades
,MICROFLOX 150 MG,PPHAMICRO150,PPHA,241,Unidades,SI ,7506343800312,MICROFLOX 150 MG,0,0,0,lo compramos,120.503333,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 2,PET'S PHARMA,Enrofloxacina,0,,Q-7972-073,20 TABLETAS,20,MEDICAMENTOS,Unidades 20_Unidades
,MICROFLOX 2.5% 60 ML,PPHAMICRO2.5,PPHA,194,Unidades,SI ,7506343800350,MICROFLOX 2.5% 60 ML,0,0,0,lo compramos,84.5,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 2,PET'S PHARMA,Enrofloxacina,0,, Q-7972-111,60 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,MICROFLOX 50 MG,PPHARMICRO50,PPHA,197,Unidades,SI ,7506343800367,MICROFLOX 50 MG,0,0,0,lo compramos,105.538571,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 2,PET'S PHARMA,Enrofloxacina,0,,Q-7972-071,20 TABLETAS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,NEUTRADERM JABON,PPHANEUTJAB,PPHA,106,Unidades,SI ,7506343802743,NEUTRADERM JABON,0,0,0,lo compramos,51.202747,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,"Extracto de almendra/Extracto de manzanilla/Extracto de avena sativa/Extracto de sábila,",0,,Q- 7972-192,100 GRAMOS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,NEUTRADERM SHAMPOO 350 ML,PETPNEUTR,PPHA,201,Unidades,SI ,7506343802736,NEUTRADERM SHAMPOO 350 ML,0,0,0,lo compramos,101.337714,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,"Texapon T42 lauril sulfato de trietanolamida,texapon
No 5/Lauril éter sulfato de sodio/comperlan D-618/policuart H conservadores dietanolamida
de ácidos grasos de coco/Extracto de avena,
extracto de Aloe vera",0,,Q- 7972-116,350 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,"NUTRICOVERY GATO 180ML
",PPHARECCAT1805,PPHA,429.310345,Unidades,SI ,7506343803139,"NUTRICOVERY GATO 180ML
",0,0,0,lo compramos,220.147895,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA," Maltodextrinas / Lectina/ aceite de canola/ almidón modificado/ celulosa en polvo/ goma de guar/goma
de xanthan/ taurina/ Suplemento de vitamina A/ Cloruro de colina/ Suplemento de vitamina E/ Monohidrato de
tiamina(fuente de vitamina B1)/Niacina / Riboflavina (fuente de vitamina B2)/ Clorhidrato de piridoxina (fuente
de vitamina B6)/ Suplemento de vitamina D3/ Suplemento de vitamina B12/ Ácido fólico/ Biotina / Carbonato
de calcio/ Carbonato de potasio/ Trifosfato de sodio/ Sulfato de hierro/ Sulfato de zinc/ Sulfato de manganeso
y Prebióticos",16,,,180 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,"NUTRICOVERY PERRO 180ML
",PPHARECDOG1805,PPHA,429.310345,Unidades,SI ,7506343803122,"NUTRICOVERY PERRO 180ML
",0,0,0,lo compramos,218.333571,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,"Maltodextrinas / Lectina/ aceite de canola/ almidón modificado/ celulosa en polvo/ goma de guar/goma de xanthan/
taurina/ Suplemento de vitamina A/ Cloruro de colina/ Suplemento de vitamina E/ Monohidrato de tiamina(fuente de
vitamina B1)/Niacina / Riboflavina (fuente de vitamina B2)/ Clorhidrato de piridoxina (fuente de vitamina B6)/
Suplemento de vitamina D3/ Suplemento de vitamina B12/ Ácido fólico/ Biotina / Carbonato de calcio/ Carbonato de
potasio/ Trifosfato de sodio/ Sulfato de hierro/ Sulfato de zinc/ Sulfato de manganesoy Prebióticos",16,,,180 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,"OTIKO 18 ML
",PPHAOTIK,PPHA,165,Unidades,SI ,7506343801586,"OTIKO 18 ML
",0,0,0,lo compramos,84.929608,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,Sulfato de gentamicina/Ketoconazol/Dexametasona 21 fosfato,0,,Q- 7972-161,18 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,PHARMOTIL ORAL,PPHARMOTIL1,PPHA,77,Unidades,SI ,7506343801272,PHARMOTIL ORAL,0,0,0,lo compramos,35.475881,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,Metoclopramida,0,,Q- 7972-023,15 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,RANIPETS INYECTABLE 50ML,PPHARANPET505,PPHA,242,Unidades,SI ,7506343801296,RANIPETS INYECTABLE 50ML,0,0,0,lo compramos,121,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,Ranitidina HC,0,,Q- 7972-014,50 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,RANIPETS ORAL SOL 15 ML,PPHARANIORAL,PPHA,77,Unidades,SI ,7506343801319,RANIPETS ORAL SOL 15 ML,0,0,0,lo compramos,36.37029,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,Ranitidina HC,0,,Q- 7972-115,15 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,"SEDALPHARMA 100 ML CUANTIFICADO
",PPHSEDAL,PPHA,525,Unidades,SI ,,"SEDALPHARMA 100 ML CUANTIFICADO
",0,0,0,lo compramos,248,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,PET'S PHARMA,Pentobarbital sódico.,0,,Q- 7972-004,100 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,"SOSTEN CG 5 X 5 ML INY
",PPHARSOS5ML,PPHA,646.5517,Unidades,SI ,,"SOSTEN CG 5 X 5 ML INY
",0,0,0,lo compramos,589.545,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,,PET'S PHARMA,,0,,,,,MEDICAMENTOS,Unidades _Unidades
,SULFAVET TABS,PPHASULTABS,PPHA,192,Unidades,SI ,7506343800497,SULFAVET TABS,0,0,0,lo compramos,96,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,,PET'S PHARMA,Sulfametoxazol/trimetoprim,0,,Q- 7972-086,30 TABLETAS,30,MEDICAMENTOS,Unidades 30_Unidades
,SULFAVETSUSPENSION ORAL 60 ML,PPHASULSUS,PPHA,129,Unidades,SI ,7506343800480,SULFAVETSUSPENSION ORAL 60 ML,0,0,0,lo compramos,58.5,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,,PET'S PHARMA,,0,,Q- 7972-019,60 MILILITROS,1,MEDICAMENTOS,Unidades 1.000_Unidades
,"XILAPET 10 50ML (REC CUAN)
",PPHAXILA10,PPHA,860,Unidades,SI ,,"XILAPET 10 50ML (REC CUAN)
",0,0,0,lo compramos,430,,Sí,si,30,15,0,Almacenable,0,,,51211900,H87,0,,,,,Unidades,,PET'S PHARMA,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,ADULTO ACTIVEMIND M/G 13 KG,PROADAM15,PROPL,1654.3103,Unidades,SI ,,ADULTO ACTIVEMIND M/G 13 KG,15,0,0,lo compramos,823.0725,,Sí,si,30,15,0,Almacenable,0,,,10121800,H87,0,,,,,BULTO,,,,16,,,,1,ALIMENTOS,BULTO 1.000_Unidades
,ADULTO ACTIVEMIND M/G 3 KG,PROADAM03,PROPL,680.1724,Unidades,SI ,7501072208231,ADULTO ACTIVEMIND M/G 3 KG,3,0,0,lo compramos,469.33,,Sí,si,30,15,0,Almacenable,0,,,10121800,H87,0,,,,,BULTO,,,,16,,,,1,ALIMENTOS,BULTO 1.000_Unidades
,ADULTO ACTIVEMIND M/G 7.5 KG,PROADAM75,PROPL,1464.6552,Unidades,SI ,7501072208248,ADULTO ACTIVEMIND M/G 7.5 KG,7.5,0,0,lo compramos,676.729504,,Sí,si,30,15,0,Almacenable,0,,,10121800,H87,0,,,,,BULTO,,,,16,,,,1,ALIMENTOS,BULTO 1.000_Unidades
,ADULTO ACTIVEMIND RZ PEQ 1 KG,PROADAMRP01,PROPL,283.6207,Unidades,SI ,7501072208262,ADULTO ACTIVEMIND RZ PEQ 1 KG,1,0,0,lo compramos,195.71,,Sí,si,30,15,0,Almacenable,0,,,10121800,H87,0,,,,,BULTO,,,,16,,,,1,ALIMENTOS,BULTO 1.000_Unidades
,ADULTO ACTIVEMIND RZ PEQ 3 KG,PROADAMRP03,PROPL,676.7241,Unidades,SI ,7501072208279,ADULTO ACTIVEMIND RZ PEQ 3 KG,3,0,0,lo compramos,429.727315,,Sí,si,30,15,0,Almacenable,0,,,10121800,H87,0,,,,,BULTO,,,,16,,,,1,ALIMENTOS,BULTO 1.000_Unidades
,ADULTO ACTIVEMIND RZ PEQ 7.5 KG,PROADAMRP75,PROPL,1490.5172,Unidades,SI ,7501072208286,ADULTO ACTIVEMIND RZ PEQ 7.5 KG,7.5,0,0,lo compramos,1029.05,,Sí,si,30,15,0,Almacenable,0,,,10121800,H87,0,,,,,BULTO,,,,16,,,,1,ALIMENTOS,BULTO 1.000_Unidades
,ADULTO PERFORMACE TODAS LAS RAZAS 13 KG,PROADPER15,PROPL,2465.5172,Unidades,SI ,,ADULTO PERFORMACE TODAS LAS RAZAS 13 KG,15,0,0,lo compramos,0,,Sí,si,30,15,0,Almacenable,0,,,10121800,H87,0,,,,,BULTO,,,,16,,,,1,ALIMENTOS,BULTO 1.000_Unidades
,ADULTO RAZA GRANDE OPTIHEALTH 13 KG,PROADRG13,PROPL,1974.1379,Unidades,SI ,,ADULTO RAZA GRANDE OPTIHEALTH 13 KG,0,0,0,lo compramos,1112.21,,Sí,si,30,15,0,Almacenable,0,,,10121801,H87,0,,,,,BULTO,,,,16,,,,1,ALIMENTOS,BULTO 1.000_Unidades
,ADULTO RAZA GRANDE OPTIHEALTH 3 KG,PROADRG03,PROPL,509.4828,Unidades,SI ,,ADULTO RAZA GRANDE OPTIHEALTH 3 KG,3,0,0,lo compramos,366.25,,Sí,si,30,15,0,Almacenable,0,,,10121800,H87,0,,,,,BULTO,,,,16,,,,1,ALIMENTOS,BULTO 1.000_Unidades
,ADULTO RAZA MEDIANA OPTIHEALTH 13 KG,PROADC15,PROPL,1507.7586,Unidades,SI ,,ADULTO RAZA MEDIANA OPTIHEALTH 13 KG,15,0,0,lo compramos,1105.266667,,Sí,si,30,15,0,Almacenable,0,,,10121800,H87,0,,,,,BULTO,,,,16,,,,1,ALIMENTOS,BULTO 1.000_Unidades
,ADULTO RAZA MEDIANA OPTIHEALTH 3.0 KG,PROADC03,PROPL,620.6897,Unidades,SI ,7501072208781,ADULTO RAZA MEDIANA OPTIHEALTH 3.0 KG,3,0,0,lo compramos,433.18513,,Sí,si,30,15,0,Almacenable,0,,,10121800,H87,0,,,,,BULTO,,,,16,,,,1,ALIMENTOS,BULTO 1.000_Unidades
,ADULTO RAZA MEDIANA OPTIHEALTH 7.5 KG,PROADC75,PROPL,1378.4483,Unidades,SI ,7501072208798,ADULTO RAZA MEDIANA OPTIHEALTH 7.5 KG,7.5,0,0,lo compramos,798.53,,Sí,si,30,15,0,Almacenable,0,,,10121800,H87,0,,,,,BULTO,,,,16,,,,1,ALIMENTOS,BULTO 1.000_Unidades
,ADULTO RAZA PEQUEÑA OPTIHEALTH 1 KG,PROADRP01,PROPL,25,Unidades,SI ,7501072208743,ADULTO RAZA PEQUEÑA OPTIHEALTH 1 KG,1,0,0,lo compramos,175.698479,,Sí,si,30,15,0,Almacenable,0,,,10121800,H87,0,,,,,BULTO,,,,16,,,,1,ALIMENTOS,BULTO 1.000_Unidades
,ADULTO RAZA PEQUEÑA OPTIHEALTH 3.5 KG,PROADRP03,PROPL,724.1379,Unidades,SI ,7501072210623,ADULTO RAZA PEQUEÑA OPTIHEALTH 3.5 KG,3,0,0,lo compramos,472.796775,,Sí,si,30,15,0,Almacenable,0,,,10121800,H87,0,,,,,BULTO,,,,16,,,,1,ALIMENTOS,BULTO 1.000_Unidades
,ADULTO RAZA PEQUEÑA OPTIHEALTH 7.5 KG,PROADRP75,PROPL,1378.4483,Unidades,SI ,7501072208767,ADULTO RAZA PEQUEÑA OPTIHEALTH 7.5 KG,7.5,0,0,lo compramos,781.09,,Sí,si,30,15,0,Almacenable,0,,,10121800,H87,0,,,,,BULTO,,,,16,,,,1,ALIMENTOS,BULTO 1.000_Unidades
,ADULTO RM/G SENSITIVE SKIN 13 KG,PROPSRM13,PROPL,2412.931,Unidades,SI ,7501072210630,ADULTO RM/G SENSITIVE SKIN 13 KG,0,0,0,lo compramos,1520.07,,Sí,si,30,15,0,Almacenable,0,,,10121801,H87,0,,,,,BULTO,,,,16,,,,1,ALIMENTOS,BULTO 1.000_Unidades
,ADULTO RM/G SENSITIVE SKIN 3 KG,PROADPS03,PROPL,714.6552,Unidades,SI ,7501072208972,ADULTO RM/G SENSITIVE SKIN 3 KG,3,0,0,lo compramos,494.326246,,Sí,si,30,15,0,Almacenable,0,,,10121800,H87,0,,,,,BULTO,,,,16,,,,1,ALIMENTOS,BULTO 1.000_Unidades
,ADULTO RP ESTRUCTURA DELICADA 1 KG,PRODEL01,PROPL,611.2069,Unidades,SI ,7501072204486,ADULTO RP ESTRUCTURA DELICADA 1 KG,1,0,0,lo compramos,91.51505,,Sí,si,30,15,0,Almacenable,0,,,10121801,H87,0,,,,,BULTO,,,,16,,,,1,ALIMENTOS,BULTO 1.000_Unidades
,ADULTO RP ESTRUCTURA DELICADA 3 KG,PRODEL03,PROPL,771.5517,Unidades,SI ,7501072204493,ADULTO RP ESTRUCTURA DELICADA 3 KG,3,0,0,lo compramos,176.49135,,Sí,si,30,15,0,Almacenable,0,,,10121801,H87,0,,,,,BULTO,,,,16,,,,1,ALIMENTOS,BULTO 1.000_Unidades
,ADULTO RP EXIGENTE-OPTIENRICH 1 KG,PROEXI01,PROPL,283.6207,Unidades,SI ,7501072204462,ADULTO RP EXIGENTE-OPTIENRICH 1 KG,1,0,0,lo compramos,205.395025,,Sí,si,30,15,0,Almacenable,0,,,10121801,H87,0,,,,,BULTO,,,,16,,,,1,ALIMENTOS,BULTO 1.000_Unidades
,ADULTO RP EXIGENTE-OPTIENRICH 3 KG,PROEX03,PROPL,714.6552,Unidades,SI ,7501072204479,ADULTO RP EXIGENTE-OPTIENRICH 3 KG,3,0,0,lo compramos,487.24,,Sí,si,30,15,0,Almacenable,0,,,10121801,H87,0,,,,,BULTO,,,,16,,,,1,ALIMENTOS,BULTO 1.000_Unidades
,ADULTO RP SENSITIVE SKIN 1 KG,PROADPSRP01,PROPL,283.6207,Unidades,SI ,7501072208941,ADULTO RP SENSITIVE SKIN 1 KG,0,0,0,lo compramos,194.478333,,Sí,si,30,15,0,Almacenable,0,,,10121800,H87,0,,,,,BULTO,,,,16,,,,1,ALIMENTOS,BULTO 1.000_Unidades
,ADULTO RP SENSITIVE SKIN 3 KG,PROADPSRP03,PROPL,714.6552,Unidades,SI ,7501072208958,ADULTO RP SENSITIVE SKIN 3 KG,0,0,0,lo compramos,493.11,,Sí,si,30,15,0,Almacenable,0,,,10121800,H87,0,,,,,BULTO,,,,16,,,,1,ALIMENTOS,BULTO 1.000_Unidades
,ADULTO RP SENSITIVE SKIN 7.5 KG,PROADRPPS75,PROPL,1593.9655,Unidades,SI ,,ADULTO RP SENSITIVE SKIN 7.5 KG,0,0,0,lo compramos,738.79,,Sí,si,30,15,0,Almacenable,0,,,10121801,H87,0,,,,,BULTO,,,,16,,,,1,ALIMENTOS,BULTO 1.000_Unidades
,ADULTO SENSITIVE DIGESTION 3.5 KG CORDER,PROSENDIG3,PROPL,827.5862,Unidades,SI ,7501072209153,ADULTO SENSITIVE DIGESTION 3.5 KG CORDER,0,0,0,lo compramos,571.03,,Sí,si,30,15,0,Almacenable,0,,,10121801,H87,0,,,,,Unidades,,,,16,,,,1,,Unidades 1.000_Unidades
,"BONZO BOCADITOS 60GR
",PROBON,PROPL,36.2069,Unidades,SI ,7501072213273,"BONZO BOCADITOS 60GR
",0,0,0,lo compramos,0,,Sí,si,30,15,0,Almacenable,0,,,,H87,0,,,,,Unidades,,,,16,,,,1,,Unidades 1.000_Unidades
,CACHORRO RG OPTISTART 13 KG,PRORG13,PROPL,1965.5172,Unidades,SI ,,CACHORRO RG OPTISTART 13 KG,0,0,0,lo compramos,0,,Sí,si,30,15,0,Almacenable,0,,,10121801,H87,0,,,,,BULTO,,,,16,,,,1,ALIMENTOS,BULTO 1.000_Unidades
,CACHORRO RG OPTISTART 3.5 KG,PROCARG03,PROPL,645.6897,Unidades,SI ,7501072210654,CACHORRO RG OPTISTART 3.5 KG,3,0,0,lo compramos,445.705,,Sí,si,30,15,0,Almacenable,0,,,10121800,H87,0,,,,,BULTO,,,,16,,,,1,ALIMENTOS,BULTO 1.000_Unidades
,CACHORRO RM OPTISTART 13 KG,PROCAC15,PROPL,1978.4483,Unidades,SI ,7501072210678,CACHORRO RM OPTISTART 13 KG,15,0,0,lo compramos,1159.417,,Sí,si,30,15,0,Almacenable,0,,,10121800,H87,0,,,,,BULTO,,,,16,,,,1,ALIMENTOS,BULTO 1.000_Unidades
,CACHORRO RM OPTISTART 3 KG,PROCAC03,PROPL,620.6897,Unidades,SI ,7501072204561,CACHORRO RM OPTISTART 3 KG,3,0,0,lo compramos,418.289202,,Sí,si,30,15,0,Almacenable,0,,,10121800,H87,0,,,,,BULTO,,,,16,,,,1,ALIMENTOS,BULTO 1.000_Unidades
,CACHORRO RM OPTISTART 7.5 KG,PROCAC75,PROPL,1378.4483,Unidades,SI ,,CACHORRO RM OPTISTART 7.5 KG,7.5,0,0,lo compramos,795.78,,Sí,si,30,15,0,Almacenable,0,,,10121800,H87,0,,,,,BULTO,,,,16,,,,1,ALIMENTOS,BULTO 1.000_Unidades
,CACHORRO RP OPTISTART 1 KG,PROCARP01,PROPL,257.7586,Unidades,SI ,7501072204592,CACHORRO RP OPTISTART 1 KG,1,0,0,lo compramos,136.868683,,Sí,si,30,15,0,Almacenable,0,,,10121800,H87,0,,,,,BULTO,,,,16,,,,1,ALIMENTOS,BULTO 1.000_Unidades
,CACHORRO RP OPTISTART 3.5 KG,PROCARP03,PROPL,724.1379,Unidades,SI ,7501072210692,CACHORRO RP OPTISTART 3.5 KG,3,0,0,lo compramos,476.665,,Sí,si,30,15,0,Almacenable,0,,,10121800,H87,0,,,,,BULTO,,,,16,,,,1,ALIMENTOS,BULTO 1.000_Unidades
,CACHORRO RP OPTISTART 7.5 KG,PROCARP75,PROPL,1378.4483,Unidades,SI ,,CACHORRO RP OPTISTART 7.5 KG,7.5,0,0,lo compramos,745.222641,,Sí,si,30,15,0,Almacenable,0,,,10121800,H87,0,,,,,BULTO,,,,16,,,,1,ALIMENTOS,BULTO 1.000_Unidades
,CACHORRO SENSITIVE SKIN 13 KG,PROCAPS15,PROPL,2326.7241,Unidades,SI ,,CACHORRO SENSITIVE SKIN 13 KG,15,0,0,lo compramos,1218.82,,Sí,si,30,15,0,Almacenable,0,,,10121800,H87,0,,,,,BULTO,,,,16,,,,1,ALIMENTOS,BULTO 1.000_Unidades
,CACHORRO SENSITIVE SKIN 3 KG,PROCAPS03,PROPL,714.6552,Unidades,SI ,7501072208927,CACHORRO SENSITIVE SKIN 3 KG,3,0,0,lo compramos,366.153867,,Sí,si,30,15,0,Almacenable,0,,,10121800,H87,0,,,,,BULTO,,,,16,,,,1,ALIMENTOS,BULTO 1.000_Unidades
,CALMING CARE CANINE,PROCALCARE,PROPL,448.2759,Unidades,SI ,38100183552,CALMING CARE CANINE,0,0,0,lo compramos,351.6775,,Sí,si,30,15,0,Almacenable,0,,,10121800,H87,0,,,,,pz,,,,16,,,,1,,pz 1.000_Unidades
,CANINE EN (GASTRO) 2.72 KG,PROEN02,PROPL,646.5517,Unidades,SI ,38100138545,CANINE EN (GASTRO) 2.72 KG,2.7,0,0,lo compramos,439.909137,,Sí,si,30,15,0,Almacenable,0,,,10121801,H87,0,,,,,BULTO,,,,16,,,,1,ALIMENTOS,BULTO 1.000_Unidades
,CANINE EN (GASTRO) 8.16 KG,PROEN8.16,PROPL,1577.5862,Unidades,SI ,38100136701,CANINE EN (GASTRO) 8.16 KG,0,0,0,lo compramos,863.34,,Sí,si,30,15,0,Almacenable,0,,,10121801,H87,0,,,,,BULTO,,,,16,,,,1,ALIMENTOS,BULTO 1.000_Unidades
,CANINE HA (HIDROLIZADO) 2.72 KG,PROHA02,PROPL,793.1034,Unidades,SI ,38100138521,CANINE HA (HIDROLIZADO) 2.72 KG,2.7,0,0,lo compramos,566.038519,,Sí,si,30,15,0,Almacenable,0,,,10121801,H87,0,,,,,BULTO,,,,16,,,,1,ALIMENTOS,BULTO 1.000_Unidades
